;Breither;;;;;;;Gastwirtin;;;;;
;Breiting;;;;;;;Gastwirtsww.;;;;;
;Breitkopf;;;;;;;Gastwirtvertreter;;;;;
;Breitlauch;;;;;;;Gastwirtww.;;;;;
;Breitner;;;;;;;Gastwsww.;;;;;
;Breitrück;;;;;;;Gastww.;;;;;
;Breitschu;;;;;;;Gatswirt;;;;;
;Breitschuh;;;;;;;Ge. Justizrat;;;;;
;Breitter;;;;;;;Gebührenerheber;;;;;
;Breitung;;;;;;;Gef. Insp. Assistent;;;;;
;Brek;;;;;;;Gef. Insp. Diätar;;;;;
;Bremer;;;;;;;Gef. Inspektor a.D.;;;;;
;Bremert;;;;;;;Gefang.oberaufseher;;;;;
;Bremisch;;;;;;;Gefangenaufseh.;;;;;
;Bremme;;;;;;;Gefangenenaufseher;;;;;
;Brendel;;;;;;;Gefangenentransport.;;;;;
;Brenk;;;;;;;Gefangenenw.;;;;;
;Brenke;;;;;;;Gefangenenwärter;;;;;
;Brenken;;;;;;;Gefangenwärter;;;;;
;Brennecke;;;;;;;Gefängnisaufseher;;;;;
;Brenner;;;;;;;Gefängnisbeamter;;;;;
;Brennicke;;;;;;;Gefängnishilfsaufseher;;;;;
;Brenscheidt;;;;;;;Gefängnisinsp.;;;;;
;Breschel jun.;;;;;;;Gefängnisinspector;;;;;
;Breslau;;;;;;;Gefängnisinspektor;;;;;
;Bretsch;;;;;;;Geflügelhdl.;;;;;
;Bretschneider;;;;;;;Gefreiter;;;;;
;Bretschner;;;;;;;Geh Medizinalrat;;;;;
;Bretting;;;;;;;Geh Sanitätsrat;;;;;
;Brettschneider;;;;;;;Geh. Admiralitätsrat;;;;;
;Bretzel;;;;;;;Geh. Baurat;;;;;
;Bretzmann;;;;;;;Geh. Baurat a.D.;;;;;
;Breu;;;;;;;Geh. Bergrat;;;;;
;Breuer;;;;;;;Geh. Bergrath;;;;;
;Breunig;;;;;;;Geh. Bergrath a. D.;;;;;
;Brewak;;;;;;;Geh. Bergrath a.D.;;;;;
;Breyer;;;;;;;Geh. Calculator;;;;;
;Brick;;;;;;;Geh. Canzleisekr.;;;;;
;Brieck;;;;;;;Geh. Hofrath;;;;;
;Briefemeister;;;;;;;Geh. Just. Rat;;;;;
;Brieger;;;;;;;Geh. Justiz Rath;;;;;
;Brienecke;;;;;;;Geh. Justizrat;;;;;
;Briese;;;;;;;Geh. Justizrath;;;;;
;Briesemeister;;;;;;;Geh. Kirchen-rat;;;;;
;Briest;;;;;;;Geh. Kommerz. Rat;;;;;
;Brietzel;;;;;;;Geh. Kommerzienrat;;;;;
;Brill;;;;;;;Geh. Konsist. Rat;;;;;
;Brinck;;;;;;;Geh. Marineoberbaurat a. D.;;;;;
;Brinckmann;;;;;;;Geh. Med.;;;;;
;Bringezu;;;;;;;Geh. Med. Rat;;;;;
;Brink;;;;;;;Geh. Med. Rath;;;;;
;Brinker;;;;;;;Geh. Mediz. Rat;;;;;
;Brinkmann;;;;;;;Geh. Medizinalrat;;;;;
;Brinner;;;;;;;Geh. Medizinalrath;;;;;
;Brischke;;;;;;;Geh. Medizinrath;;;;;
;Britting;;;;;;;Geh. O. Bergrath a. D.;;;;;
;Britz;;;;;;;Geh. O. Reg. Rath;;;;;
;Britze;;;;;;;Geh. Ob. Bergrat;;;;;
;Brix;;;;;;;Geh. Ob. Postrat;;;;;
;Broch;;;;;;;Geh. Ob. Reg. Rat Eis. Direktions Präsident;;;;;
;Brock;;;;;;;Geh. Ob. Trib. Rath a.D.;;;;;
;Brocke;;;;;;;Geh. Ob. Tribunalrath a.D.;;;;;
;Brockel;;;;;;;Geh. Ob.Reg.Rath.;;;;;
;Brockelmann;;;;;;;Geh. Ober Regierrat;;;;;
;Bröcker;;;;;;;Geh. Oberbergrath a. D.;;;;;
;Brockhaus;;;;;;;Geh. Oberbergrath a.D.;;;;;
;Brockhause;;;;;;;Geh. Ober-Reg.-Rath;;;;;
;Brockmann;;;;;;;Geh. Oberregierungsrath;;;;;
;Brod;;;;;;;Geh. Postr.;;;;;
;Brode;;;;;;;Geh. Postrat;;;;;
;Brödenfeldt;;;;;;;Geh. Postrath;;;;;
;Brodkorb;;;;;;;Geh. Rat;;;;;
;Brödner;;;;;;;Geh. Rath;;;;;
;Brodte;;;;;;;Geh. Rechn. Revis.;;;;;
;Brödte;;;;;;;Geh. Rechnungsrat;;;;;
;Brodthuhn;;;;;;;Geh. Rechnungsrath a.D.;;;;;
;Broede;;;;;;;Geh. Reg. Rat;;;;;
;Broemme;;;;;;;Geh. Reg. Rat.;;;;;
;Broer;;;;;;;Geh. Reg. Rath;;;;;
;Broese;;;;;;;Geh. Regierungsr.;;;;;
;Brofft;;;;;;;Geh. San. Rat;;;;;
;Brohm;;;;;;;Geh. Sanit. Rat;;;;;
;Brohmann;;;;;;;Geh. Sanitätsrath;;;;;
;Brohmer;;;;;;;Geh.Commerz.Rath;;;;;
;Brohsmann;;;;;;;Geh.Just. Rat;;;;;
;Broich;;;;;;;Geh.Just.Rat;;;;;
;Broick;;;;;;;Geh.Med.Rath;;;;;
;Broja;;;;;;;Geh.Mediz.Rat;;;;;
;Bröker;;;;;;;Geh.Ob.Finanzrath;;;;;
;Brokmann;;;;;;;Geheimer Bergrat;;;;;
;Bröller;;;;;;;Geheimer Bergrat a.D.;;;;;
;Bromme;;;;;;;Geheimer Commerzienrath;;;;;
;Brömme;;;;;;;Geheimer Hofrat;;;;;
;Brömmel;;;;;;;Geheimer Justizrat;;;;;
;Bronisch;;;;;;;Geheimer Justizrath;;;;;
;Brook;;;;;;;Geheimer Kommerzienrat;;;;;
;Brösan;;;;;;;Geheimer Kriegsrath a.D.;;;;;
;Brosatis;;;;;;;Geheimer Medizinalrat;;;;;
;Brosch;;;;;;;Geheimer Oberbergrath;;;;;
;Brose;;;;;;;Geheimer Oberpostrath;;;;;
;Brösel;;;;;;;Geheimer Obertribunalrat;;;;;
;Broskowski;;;;;;;Geheimer Rath;;;;;
;Broskowsky;;;;;;;Geheimer Rath a.D.;;;;;
;Brothe;;;;;;;Geheimer Regierungsrat;;;;;
;Bruch;;;;;;;Geheimer Regierungsrat a.D.;;;;;
;Bruchardt;;;;;;;Geheimer Sanitätsrat;;;;;
;Bruchhardt;;;;;;;Geheimer Sanitätsrath;;;;;
;Bruchmann;;;;;;;Geheimer Universitäts-Rath;;;;;
;Bruck;;;;;;;Geheimer-Regierungsrath;;;;;
;Brück;;;;;;;Gehilfe;;;;;
;Bruckauf;;;;;;;Geiger;;;;;
;Brucker;;;;;;;Gelb & Glockengießermeister;;;;;
;Bruckhardt;;;;;;;Gelbgießer;;;;;
;Bruckhaus;;;;;;;Gelbgießermeister;;;;;
;Brückmann;;;;;;;Gelbgießermstr.;;;;;
;Bruckner;;;;;;;Gelbgießmstr.;;;;;
;Brückner;;;;;;;Geldarbeiter;;;;;
;Bruder;;;;;;;Gelderh.;;;;;
;Brügemann;;;;;;;Geldschrankfabrikant;;;;;
;Brüger;;;;;;;Geldschrankfbrkt.;;;;;
;Brugert;;;;;;;Gem. Diener;;;;;
;Brügert;;;;;;;Gemeindediener;;;;;
;Brüggeman;;;;;;;Gemeindediener, jüdischer;;;;;
;Brüggemann;;;;;;;Gemüsehdl.;;;;;
;Brugger;;;;;;;Gen. Agent;;;;;
;Brügmann;;;;;;;Gen. Agent.;;;;;
;Brühl;;;;;;;Gen. Dir.;;;;;
;Bruhn;;;;;;;Gen. Direkt.;;;;;
;Brüll;;;;;;;Gen.Agent;;;;;
;Brülloph;;;;;;;Gend. Wachtmeister a.D.;;;;;
;Brumme;;;;;;;Gend. Wachtmstr. a. D.;;;;;
;Brummer;;;;;;;General;;;;;
;Brümmer;;;;;;;General der Infanterie;;;;;
;Brummerich;;;;;;;General Direktor;;;;;
;Brummerig;;;;;;;General Sekretär;;;;;
;Brune;;;;;;;General Sekretär a.D.;;;;;
;Brünecke;;;;;;;General Setr.;;;;;
;Brunhöber;;;;;;;Generalagent;;;;;
;Brüning;;;;;;;Generalarzt a.D.;;;;;
;Brunkau;;;;;;;Generaldirector;;;;;
;Brunke;;;;;;;Generaldirekt. a. D.;;;;;
;Brunne;;;;;;;Generaldirektor;;;;;
;Brünneck;;;;;;;General-Lieut.;;;;;
;Brunnenmeister;;;;;;;Generalmajor;;;;;
;Brunner;;;;;;;Generalmajor a.D.;;;;;
;Brünner;;;;;;;Generalmajor z.D.;;;;;
;Brunnert;;;;;;;General-Oberarzt;;;;;
;Brunngräber;;;;;;;Generaloberarzt a.D.;;;;;
;Bruno;;;;;;;Generalsecretair;;;;;
;Bruns;;;;;;;Generalsekretär;;;;;
;Brunzlow;;;;;;;Generalvertr.;;;;;
;Bruschke;;;;;;;Generalvertreter;;;;;
;Bruß;;;;;;;Genossensch. Sekretär;;;;;
;Brust;;;;;;;gens. Waißmstr;;;;;
;Brütgam;;;;;;;Gensdarm;;;;;
;Brutkowsky;;;;;;;Gensdarm, berittener;;;;;
;Bryimbke;;;;;;;Geometer;;;;;
;Brzezinka;;;;;;;Gepäckträg;;;;;
;Bubam;;;;;;;Gepäckträger;;;;;
;Bubendey;;;;;;;gepr. Hufbeschlagmstr.;;;;;
;Bucerius;;;;;;;gepr. Lokführer;;;;;
;Buch;;;;;;;Ger. Actuar;;;;;
;Buchalla;;;;;;;Ger. Ass.;;;;;
;Buchaller;;;;;;;Ger. Assess.;;;;;
;Buchardt;;;;;;;Ger. Kalkulatww.;;;;;
;Buchbinder;;;;;;;Ger. Sekr.;;;;;
;Büchel;;;;;;;Ger. Sekretär;;;;;
;Buchelt;;;;;;;Ger. Sekrww.;;;;;
;Bucher;;;;;;;ger. Taxator;;;;;
;Buchhardt;;;;;;;Ger. Vollzieh.;;;;;
;Buchheim;;;;;;;Ger. Vollzieh. a. D.;;;;;
;Buchholtz;;;;;;;Ger. Vollzieher;;;;;
;Buchholz;;;;;;;Ger.Kanzleidiätar a.D.;;;;;
;Büchler;;;;;;;Ger.Kastellan;;;;;
;Buchmann;;;;;;;Geräthshändler;;;;;
;Buchner;;;;;;;Gerätmacher;;;;;
;Büchner;;;;;;;Gerber;;;;;
;Büchöl;;;;;;;Gerbereibes.;;;;;
;Bucholz;;;;;;;Gerbergeselle;;;;;
;Buchtenkirch;;;;;;;Gerbermeister;;;;;
;Büchting;;;;;;;Gerbermstr;;;;;
;Buchwald;;;;;;;Gerbermstr.;;;;;
;Buck;;;;;;;gerichtl. Bücherr.;;;;;
;Buckendahl;;;;;;;gerichtl. Bücherrevisor;;;;;
;Buckenthal;;;;;;;Gerichts Sekretär;;;;;
;Bücker;;;;;;;Gerichts Sekretär a.D.;;;;;
;Buckheim;;;;;;;Gerichtsactuar;;;;;
;Bucki;;;;;;;Gerichtsaktuar;;;;;
;Bücking;;;;;;;Gerichtsaktuar a.D.;;;;;
;Buda;;;;;;;Gerichtsaktuar z.D.;;;;;
;Budach;;;;;;;Gerichtsassesor;;;;;
;Budde;;;;;;;Gerichtsassessor;;;;;
;Budder;;;;;;;Gerichtsassessor a.D.;;;;;
;Bude;;;;;;;Gerichtsassistent;;;;;
;Buder;;;;;;;Gerichtsbote;;;;;
;Budig;;;;;;;Gerichtsdiener;;;;;
;Budler;;;;;;;Gerichtskalkulator;;;;;
;Buegler;;;;;;;Gerichtskanzlist;;;;;
;Buensch;;;;;;;Gerichtskassenassistent;;;;;
;Buff;;;;;;;Gerichtskassenbeamter;;;;;
;Buggert;;;;;;;Gerichtskassenkontrolleur;;;;;
;Bügler;;;;;;;Gerichtskassenrendant;;;;;
;Buhl;;;;;;;Gerichtskastellan;;;;;
;Buhle;;;;;;;Gerichtssecretair;;;;;
;Bühlemann;;;;;;;Gerichtssekretär;;;;;
;Bühler;;;;;;;Gerichtssekretär z.d.;;;;;
;Bühlig;;;;;;;Gerichtsvollzieher;;;;;
;Buhlmann;;;;;;;Gerichtsvollzieher a.D.;;;;;
;Bühlmann;;;;;;;Gerichts-Vorsteher;;;;;
;Bühnemann;;;;;;;Germeralleut. z. D.;;;;;
;Bühner;;;;;;;Gesanglehrer;;;;;
;Buhr;;;;;;;Gesangshumorist;;;;;
;Buhrandt;;;;;;;Gesch.Inhrin;;;;;
;Bührig;;;;;;;Geschäftsdiener;;;;;
;Bühring;;;;;;;Geschäftsf.;;;;;
;Bukisch;;;;;;;Geschäftsführ.;;;;;
;Buky;;;;;;;Geschäftsführer;;;;;
;Büling;;;;;;;Geschäftsführer a.D.;;;;;
;Bulla;;;;;;;Geschäftsinh.;;;;;
;Bülow;;;;;;;Geschäftsinhaber;;;;;
;Bundermann;;;;;;;Geschäftsinhbrin.;;;;;
;Bundt;;;;;;;Geschäftsleiter;;;;;
;Bunge;;;;;;;Geschäftsmann;;;;;
;Bünger;;;;;;;Geschäftsreisender;;;;;
;Bungers;;;;;;;Geschäftsvertr;;;;;
;Bungert;;;;;;;Geschäftsvertr.;;;;;
;Bunk;;;;;;;Geschirrführ.;;;;;
;Bunkowsky;;;;;;;Geschirrführer;;;;;
;Bünning;;;;;;;Geschirrverwalter;;;;;
;Büntig;;;;;;;Gesell;;;;;
;Bunze;;;;;;;Gestütsdirekt.;;;;;
;Burbach;;;;;;;Gestütsinspekt;;;;;
;Burchardt;;;;;;;Getr. Händler;;;;;
;Burchhardt;;;;;;;Getr. Mäkler;;;;;
;Burching;;;;;;;Getreide Händler;;;;;
;Burckardt;;;;;;;Getreidehändl.;;;;;
;Burckhardt;;;;;;;Getreidehändler;;;;;
;Burdach;;;;;;;Getreidehdl.;;;;;
;Burde;;;;;;;Getreidemakler;;;;;
;Burg;;;;;;;Getreidemäkler;;;;;
;Burgemeister;;;;;;;Gewehrfabrikant;;;;;
;Burger;;;;;;;Gewerbeinsp.;;;;;
;Bürger;;;;;;;Gewerbereferendar;;;;;
;Bürgers;;;;;;;Gewerbeschuldirektor;;;;;
;Burghans;;;;;;;Gewerbeschullehrer;;;;;
;Burghard;;;;;;;Gewerbeschullehrer z.d.;;;;;
;Burghardt;;;;;;;Gewerbsch-Lehrer;;;;;
;Burghaus;;;;;;;Gewerksch. Beamter;;;;;
;Burghausen;;;;;;;Gewerkschaftl. Lehnsträger;;;;;
;Burgmann;;;;;;;Giesser;;;;;
;Burk;;;;;;;Gießerei-Obermstr.;;;;;
;Burkard;;;;;;;Giessermeister;;;;;
;Burkart;;;;;;;Glaser;;;;;
;Burkel;;;;;;;Glasergeselle;;;;;
;Burkersroda;;;;;;;Glasermeister;;;;;
;Burkert;;;;;;;Glasermstr;;;;;
;Burkhard;;;;;;;Glasermstr.;;;;;
;Burkhardt;;;;;;;Glasermstrww.;;;;;
;Burkhart;;;;;;;Glashändler;;;;;
;Bürkle;;;;;;;Glasmaler;;;;;
;Bürkner;;;;;;;Glasner;;;;;
;Burmeister;;;;;;;Glasreinig.Inst.Inh.;;;;;
;Burmester;;;;;;;Glasschleifer;;;;;
;Buro;;;;;;;Gleis-Revisor;;;;;
;Burrmeister;;;;;;;Glockengießer;;;;;
;Burwig;;;;;;;Glockengießermeister;;;;;
;Busch;;;;;;;Goldarbeiter;;;;;
;Büsch;;;;;;;Goldgießer;;;;;
;Buschbeck;;;;;;;Goldleistenfabrikant;;;;;
;Busche;;;;;;;Goldschmied;;;;;
;Buschel;;;;;;;Goldwr;;;;;
;Büschel;;;;;;;Gondelbes.;;;;;
;Büschel sen.;;;;;;;Gondelbesitz;;;;;
;Buschendorf;;;;;;;Gottesackeraufseher;;;;;
;Buscher;;;;;;;Gottesackerinspektor;;;;;
;Büscher;;;;;;;Graf;;;;;
;Büsching;;;;;;;Graveur;;;;;
;Buschky;;;;;;;Graweur;;;;;
;Buschmann;;;;;;;Großfleischer;;;;;
;Buscke;;;;;;;Großkaufm.;;;;;
;Buse;;;;;;;Großkfm.;;;;;
;Büsing;;;;;;;Groß-Kfm.;;;;;
;Buss;;;;;;;Grottenbauanst.;;;;;
;Busse;;;;;;;Grubenbesitzer;;;;;
;Bussebaum;;;;;;;Grubendirector;;;;;
;Büsser;;;;;;;Grubendirektor;;;;;
;Bussian;;;;;;;Grubendirektor a.D.;;;;;
;Bußmann;;;;;;;Grubenvorsteher;;;;;
;Bussner;;;;;;;Grünewaarenhändler;;;;;
;Bust;;;;;;;Grünwaarenhändlerin;;;;;
;Buttenstedt;;;;;;;Gürtler;;;;;
;Butterling;;;;;;;Gürtlergeselle;;;;;
;Buttermilch;;;;;;;Gürtlerkocher;;;;;
;Buttgereit;;;;;;;Gürtlermachermeister;;;;;
;Butthoff;;;;;;;Gürtlermeister;;;;;
;Büttig;;;;;;;Gürtlermstr.;;;;;
;Buttler;;;;;;;Gußputzer;;;;;
;Büttner;;;;;;;Gut. E. Assistent;;;;;
;Butz;;;;;;;Güt. E. Assistent;;;;;
;Butzbach;;;;;;;Gut. Ex. Assistent;;;;;
;Butze;;;;;;;Gut. Exp. Assistent;;;;;
;Butzmann;;;;;;;Güt. Exp. Assistent;;;;;
;Bützow;;;;;;;Güter Verwalter;;;;;
;Buzer;;;;;;;Güteragent;;;;;
;Byer;;;;;;;Güterassistent;;;;;
;Caesar;;;;;;;Güterbahnarbeiter;;;;;
;Cahn;;;;;;;Güterbegleiter;;;;;
;Calker;;;;;;;Güterbodenarbeiter;;;;;
;Callm;;;;;;;Güterdirekt;;;;;
;Calm;;;;;;;Güterexpedient;;;;;
;Cammerath;;;;;;;Güterexpedient a.D.;;;;;
;Cammerrath;;;;;;;Güterexpeditionsassistent;;;;;
;Cammilius;;;;;;;Güterexpeditionsvorsteher;;;;;
;Cammrath;;;;;;;Güterexpendient;;;;;
;Camnitius;;;;;;;Güter-Expendient;;;;;
;Canitz;;;;;;;Güterkassierer;;;;;
;Canmitius;;;;;;;Güterverwalter;;;;;
;Cannstein;;;;;;;Güterverwalter a.D.;;;;;
;Cantor;;;;;;;Güterwagen Vorsteher;;;;;
;Canzler;;;;;;;Güterwagner;;;;;
;Capito;;;;;;;Gutsbes;;;;;
;Capser;;;;;;;Gutsbes.;;;;;
;Captur;;;;;;;Gutsbesitzer;;;;;
;Carell;;;;;;;Gutspächter;;;;;
;Cario;;;;;;;Gutssekr;;;;;
;Carius;;;;;;;Gym. Oberlehrer;;;;;
;Carl;;;;;;;Gym.-Prof.;;;;;
;Carow;;;;;;;Gymn. Direkt. a.D.;;;;;
;Carstens;;;;;;;Gymn. Oberlehrer;;;;;
;Carstensen;;;;;;;Gymn. Professor;;;;;
;Carw;;;;;;;Gymnas. Direktor;;;;;
;Cäsar;;;;;;;Gymnas. Direktor a.D.;;;;;
;Casdorf;;;;;;;Gymnas. Oberlehrer;;;;;
;Caspari;;;;;;;Gymnas. Prof.;;;;;
;Casper;;;;;;;Gymnasial Direkt. a. D.;;;;;
;Castedello;;;;;;;Gymnasial Lehrer;;;;;
;Causse;;;;;;;Gymnasial Oberlehrer;;;;;
;Celik;;;;;;;Gymnasialdirector;;;;;
;Cellarius;;;;;;;Gymnasialdirektor a.D.;;;;;
;Cerf;;;;;;;Gymnasialhilfslehrer;;;;;
;Cert;;;;;;;Gymnasiallehr.;;;;;
;Chalupa;;;;;;;Gymnasiallehrer;;;;;
;Charlie;;;;;;;Gymnasiallehrer a.D.;;;;;
;Chemnitz;;;;;;;Gymnasialoberlehrer;;;;;
;Chnaritsch;;;;;;;Gypsfig.händler;;;;;
;Chorzowski;;;;;;;Gypsfiguren-Fabrikant;;;;;
;Chrato;;;;;;;H. A. Assistent;;;;;
;Chrenzendorf;;;;;;;H. Amtsdiener;;;;;
;Christ;;;;;;;H. St. A, Assistent;;;;;
;Christall;;;;;;;H. St. A. Assistent;;;;;
;Christel;;;;;;;H. St. A. Conrolleur;;;;;
;Christian;;;;;;;H. St. A. Controlleur;;;;;
;Christians;;;;;;;H. St. A. Diener;;;;;
;Christiansen;;;;;;;H. St. A. Rend.;;;;;
;Christmann;;;;;;;H. St. A. Rend. a. D.;;;;;
;Christoph;;;;;;;H. St. A. Rendant;;;;;
;Chrone;;;;;;;H. St. Assistent;;;;;
;Chröst;;;;;;;H. Steuer. A. Aufseher;;;;;
;Chuerner;;;;;;;H. Steueramtsrendant a.D.;;;;;
;Churg;;;;;;;H.A.Assistent;;;;;
;Cichorczewski;;;;;;;H.St.A.Assistent;;;;;
;Cickron;;;;;;;H.St.A.Diener;;;;;
;Cielontko;;;;;;;H.St.A.Rendant;;;;;
;Cilobasky;;;;;;;H.St.A.Rendant A.D.;;;;;
;Cilobatzky;;;;;;;Haasenhändler;;;;;
;Cimiga;;;;;;;Häckselschneider;;;;;
;Cirpka;;;;;;;Hafenarbeiter;;;;;
;Cissewski;;;;;;;Hafenhändler;;;;;
;Cissewsky;;;;;;;Hafenmeister;;;;;
;Claar;;;;;;;Hallenaufseher;;;;;
;Claaßen;;;;;;;Hallore;;;;;
;Clages;;;;;;;Hallorenww.;;;;;
;Clakert;;;;;;;hand;;;;;
;Clar;;;;;;;Hand.Arbeiter;;;;;
;Clasen;;;;;;;Handarb.;;;;;
;Claße;;;;;;;Handarbeite;;;;;
;Claßen;;;;;;;Handarbeiter;;;;;
;Claubig;;;;;;;Handbriefträger;;;;;
;Claupins;;;;;;;Handel-Ökonomie-Rath;;;;;
;Claus;;;;;;;Handelsarbeiter;;;;;
;Clausen;;;;;;;Handelschemiker;;;;;
;Clausing;;;;;;;Handelsdiener;;;;;
;Clausius;;;;;;;Handelsfaktor a.D.;;;;;
;Clauss;;;;;;;Handelsfr.;;;;;
;Claußen;;;;;;;Handelsfrau;;;;;
;Clauswitz;;;;;;;Handelsgärtn;;;;;
;Cleinow;;;;;;;Handelsgärtn.;;;;;
;Clemens;;;;;;;Handelsgärtner;;;;;
;Clerc;;;;;;;Handelsgärtnereibes.;;;;;
;Clericus;;;;;;;Handelsgehilfe;;;;;
;Closiak;;;;;;;Handelsges.;;;;;
;Cluerner;;;;;;;Handelsk. Sekretär;;;;;
;Clusmann;;;;;;;Handelskammersekretär;;;;;
;Cmock;;;;;;;Handelslehrer;;;;;
;Cocceii;;;;;;;Handelsm;;;;;
;Coccejus;;;;;;;Handelsm.;;;;;
;Coeler;;;;;;;Handelsmann;;;;;
;Coenen;;;;;;;Handelsvertr;;;;;
;Cogho;;;;;;;Handelsvertreter;;;;;
;Cohn;;;;;;;Handl. Gehilfe;;;;;
;Cohnheim;;;;;;;Handl.Gehilfe;;;;;
;Cohrs;;;;;;;Händler;;;;;
;Colbatzky;;;;;;;Handlsmann;;;;;
;Colbe;;;;;;;Handlungscommis;;;;;
;Colberg;;;;;;;Handlungsgehilfe;;;;;
;Colla;;;;;;;Handlungsreisender;;;;;
;Colloseus;;;;;;;Handschriftmacher;;;;;
;Cöln;;;;;;;Handschuhfabrikant;;;;;
;Colsmann;;;;;;;Handschuhfärber;;;;;
;Compart;;;;;;;Handschuhfbrkt.;;;;;
;Conrad;;;;;;;Handschuhm.;;;;;
;Conradi;;;;;;;Handschuhmacher;;;;;
;Conrath;;;;;;;Handschuhmachermeister;;;;;
;Consbruch;;;;;;;Handschuhmachermstr;;;;;
;Constabel;;;;;;;Handwerkskammerbeamt.;;;;;
;Coqui;;;;;;;Häringshändler;;;;;
;Corde;;;;;;;Harmonikamacher;;;;;
;Cordes;;;;;;;Haubes.;;;;;
;Corint;;;;;;;Haupt Cassen Rendant;;;;;
;Corneleus;;;;;;;Haupt. Steuer Amts Assistent;;;;;
;Cornelius;;;;;;;Haupt.A.Controlleur;;;;;
;Cornill;;;;;;;Haupt.A.Controlleur A.D.;;;;;
;Corte;;;;;;;Haupt.St.A.Diener;;;;;
;Corus;;;;;;;Hauptagent;;;;;
;Cott;;;;;;;Haupt-Agent;;;;;
;Cotte;;;;;;;Hauptamts Assistent;;;;;
;Couvreur;;;;;;;Hauptamtsassisstent;;;;;
;Cräger;;;;;;;Hauptamtsassistent;;;;;
;Crain;;;;;;;Hauptamts-Assistent;;;;;
;Cramer;;;;;;;Hauptamtsdiener;;;;;
;Cramme;;;;;;;Hauptamtskontrolleur;;;;;
;Crampe;;;;;;;Haupt-Amtsrendant;;;;;
;Crato;;;;;;;Hauptbuchhalter;;;;;
;Credé;;;;;;;Hauptkassen Assistent;;;;;
;Credner;;;;;;;Hauptkassenbuchhalter;;;;;
;Credo;;;;;;;Hauptkassenrendant;;;;;
;Crell;;;;;;;Hauptkassierer;;;;;
;Cremer;;;;;;;Hauptlehr. em.;;;;;
;Crenzin;;;;;;;Hauptm.;;;;;
;Creutzmann;;;;;;;Hauptm. a. D.;;;;;
;Creuzberg;;;;;;;Hauptm. a.D.;;;;;
;Creuzmann;;;;;;;Hauptmann;;;;;
;Cristel;;;;;;;Hauptmann 19. Inf. Reg.;;;;;
;Cristiani;;;;;;;Hauptmann a. D.;;;;;
;Crodel;;;;;;;Hauptmann a.D.;;;;;
;Cron;;;;;;;Haupt-Rendant des Ob.-Bergamts;;;;;
;Crönert;;;;;;;Hauptsteueramtsassistent;;;;;
;Cronjaeger;;;;;;;Hauptsteueramtscontrolleur;;;;;
;Cronjäger;;;;;;;Haupt-Steueramts-Controlleur;;;;;
;Crostewitz;;;;;;;Hauptsteueramtskontrolleur;;;;;
;Crscholzky;;;;;;;Hauptsteueramtsrendant;;;;;
;Crüsemann;;;;;;;Hauptsteueramtsrendant a.D.;;;;;
;Crusius;;;;;;;Hauptsteuerrath-Assistent;;;;;
;Crystall;;;;;;;Hauptzollamtsdiener;;;;;
;Culei;;;;;;;Haus Besitzer;;;;;
;Culemann;;;;;;;Haus Verwalter;;;;;
;Cundius;;;;;;;Hausbes.;;;;;
;Cuno;;;;;;;Hausbesitzer;;;;;
;Cunow;;;;;;;Hausbesitzerin;;;;;
;Curds;;;;;;;Hausbesrin;;;;;
;Curdts;;;;;;;Hausbs.;;;;;
;Curduan;;;;;;;Hausbursche;;;;;
;Curtze;;;;;;;Hausdien.;;;;;
;Cuvry;;;;;;;Hausdiener;;;;;
;Cypries;;;;;;;Hausdiener beim königlichen Pädagogium;;;;;
;Czaja;;;;;;;Hausdiener des Pädagogiums;;;;;
;Czarnikow;;;;;;;Häuser-Verwaltr.;;;;;
;Czech;;;;;;;Haushälter;;;;;
;Czeplinsky;;;;;;;Hausierhändler;;;;;
;Czerney;;;;;;;Hausinsp.;;;;;
;Czerniack;;;;;;;Hausirhändler;;;;;
;Czerny;;;;;;;Hausknecht;;;;;
;Czerwinski;;;;;;;Hauskraft;;;;;
;Czettritz;;;;;;;Hauslehrer;;;;;
;Czettvitz;;;;;;;Hausmann;;;;;
;Czirnia;;;;;;;Hausmaur.;;;;;
;Czlolbatzky;;;;;;;Hausmeister;;;;;
;Czmock;;;;;;;Hausmeister a.D.;;;;;
;d' Alton;;;;;;;Hausschlächter;;;;;
;Dabelow;;;;;;;Hausvater;;;;;
;Dabrons;;;;;;;Hausverwalter;;;;;
;Dadzio;;;;;;;Hauswächter;;;;;
;Daehne;;;;;;;Hauswart;;;;;
;Daene;;;;;;;Hauswirt;;;;;
;Dägener;;;;;;;Hdlgs.Geh.;;;;;
;Dahinten;;;;;;;Hdlgs.Gehilfe;;;;;
;Dahl;;;;;;;Hdlsvertr;;;;;
;Dahle;;;;;;;Hdlvertr.;;;;;
;Dahler;;;;;;;Hebamme;;;;;
;Dahlhaus;;;;;;;Hebewerkwärt.;;;;;
;Dahlheim;;;;;;;Hefenfabrikant;;;;;
;Dahlke;;;;;;;Hefenhändler;;;;;
;Dahlmann;;;;;;;Hegemeister;;;;;
;Dahlstroem;;;;;;;Heilgehilfe;;;;;
;Dahlström;;;;;;;Heilmagnetiseur;;;;;
;Dahm;;;;;;;Heimdrucker;;;;;
;Dähme;;;;;;;Heizer;;;;;
;Dahmen;;;;;;;Heizerww.;;;;;
;Dahms;;;;;;;Herbergsvater;;;;;
;Dahn;;;;;;;Herbergswirth;;;;;
